Game,Platform,Genre,Publisher,Year,Global_Sales_M,Critic_Score,User_Score,ESRB_Rating,Dev_Team_Size,Budget_MUSD,Region,Franchise,Metascore_Bucket
Lion Target 4,PS4,Shooter,Future Interactive,2017,0.58,67,7.2,E,27,46.6,Other,True,Mid
Leap Stories 2,Switch,Platform,Legendary Entertainment,2017,0.34,65,7.0,M,12,5.7,NA,True,Mid
Lion Scope,Switch,Shooter,Cosmic Games,2017,2.0,79,7.3,M,45,33.2,Other,True,Mid
Classic Quest,GC,Indie,Future Interactive,2007,0.15,79,7.6,T,8,3.5,Other,False,Mid
Combat Tales,PS4,Action,Red Entertainment,2013,1.55,67,5.6,T,28,17.9,EU,True,Mid
Spring Epic,Switch,Platform,Thunder Studios,2018,0.5,76,7.4,M,15,9.1,Other,False,Mid
Speed Tales,XOne,Racing,Crystal Entertainment,2013,0.17,65,6.4,E,43,34.5,NA,True,Mid
Pixel Chronicles,NES,Indie,Thunder Interactive,1994,0.3,68,6.3,E10+,5,1.2,EU,True,Mid
Strategy Adventure,X360,Strategy,Crystal Designs,2014,0.62,75,7.8,E10+,12,5.4,NA,False,Mid
Discovery Odyssey,PC,Adventure,Digital Productions,2007,0.48,84,7.7,T,20,7.6,EU,False,High
Indie Quest,NES,Indie,Cosmic Studios,1994,0.04,73,7.5,T,5,1.2,EU,False,Mid
The Variety 5,PS4,Party,Stellar Systems,2013,0.05,60,6.2,E,44,27.2,EU,True,Low
Tournament Stories,NES,Fighting,Lightning Games,1994,0.11,62,6.9,T,6,2.1,NA,False,Low
Enigma Saga,Wii,Puzzle,Silver Works,2006,0.09,80,7.7,M,7,3.0,Other,True,High
Games Tales,N64,Party,Storm Studios,2002,0.11,63,6.4,E,16,4.6,JP,True,Low
Championship Adventure,NES,Fighting,Cosmic Productions,1994,0.17,67,6.0,E,19,12.9,JP,False,Mid
Vintage Legends,PS2,Indie,Digital Productions,2012,0.15,86,8.1,M,3,2.3,Other,False,High
Alien Weapon,PS3,Shooter,Golden Entertainment,2006,0.28,56,6.3,M,13,4.7,EU,False,Low
Match Odyssey,PS2,Sports,Thunder Studios,2012,0.01,59,5.6,M,8,3.4,JP,True,Low
Warrior World,PS5,Simulation,Neon Interactive,2020,0.14,65,6.2,T,40,25.4,NA,False,Mid
Vintage Legends,N64,Indie,Thunder Entertainment,2002,0.27,81,7.6,T,6,2.0,EU,False,High
The Mind,SNES,Puzzle,Thunder Studios,1998,0.02,76,7.4,T,5,3.3,NA,False,Mid
Pack Chronicles: Revenge,Wii,Party,Stellar Systems,2013,0.01,79,8.0,M,5,2.5,JP,True,Mid
Legend Battle,PC,Strategy,Lightning Systems,2015,0.28,85,7.5,M,56,29.3,NA,True,High
Run Odyssey: Revival,PC,Platform,Cosmic Entertainment,2014,1.04,85,7.8,E10+,29,14.1,EU,False,High
Classic Quest,PC,Indie,Thunder Interactive,2007,0.15,75,6.8,E,30,19.0,JP,False,Mid
Discovery Legends: Awakening,GC,Adventure,Neon Designs,2007,0.28,71,6.8,E10+,19,14.5,Other,True,Mid
Rage Adventure 2,NES,Action,Purple Works,1994,0.1,65,6.8,E,26,6.2,EU,False,Mid
Alien Indie,X360,Indie,Storm Studios,2005,0.05,88,8.6,T,3,0.6,EU,True,High
Mega Match,X360,Sports,Neon Works,2016,1.88,70,7.1,E,15,7.1,NA,False,Mid
Farm Quest 3,Wii,Simulation,Stellar Entertainment,2013,0.31,87,8.3,E10+,11,1.7,EU,False,High
Jump Odyssey,GC,Platform,Storm Games,2003,0.1,79,8.1,M,18,4.8,JP,False,Mid
Logic Saga,WiiU,Puzzle,Cyber Entertainment,2017,0.02,74,7.4,E10+,4,1.9,Other,False,Mid
Battle Journey,SNES,Action,Crystal Games,1998,0.01,63,6.1,T,26,7.7,NA,True,Low
Combat Adventure,Switch,Fighting,Thunder Studios,2017,1.39,66,6.4,M,17,9.9,Other,True,Mid
Strike Epic,XSX,Action,Legendary Entertainment,2020,0.01,69,6.2,E,60,48.3,Other,False,Mid
Tournament Stories,Wii,Sports,Crystal Designs,2006,0.91,59,7.4,E10+,13,2.7,JP,False,Low
The Park,PC,Simulation,Thunder Entertainment,2010,0.51,97,9.8,E,22,12.5,Other,False,Top
Strategy Adventure,PS5,Strategy,Green Systems,2020,0.06,71,7.2,T,19,12.1,Other,False,Mid
Fight Epic 2,Wii,Fighting,Crystal Systems,2013,0.19,64,6.4,T,16,5.3,NA,False,Low
Hero Game,PC,Sports,Stellar Entertainment,1990,0.05,54,5.5,M,45,31.7,Other,False,Low
Dragon Empire: Revelation,XSX,Role-Playing,Lightning Systems,2020,0.14,83,8.4,M,54,29.1,JP,False,High
Knight Games: Awakening,Wii,Party,Silver Labs,2011,0.78,84,8.7,T,16,7.5,JP,False,High
Expedition Tales 5,PC,Adventure,Neon Systems,2007,1.29,73,7.5,M,37,6.9,EU,False,Mid
Rush Epic,SNES,Platform,Purple Works,1998,0.12,53,4.3,E,18,4.0,JP,True,Low
Quest Stories,NES,Adventure,Storm Games,1994,0.01,84,8.5,E,12,4.0,EU,False,High
Simple Tales,X360,Indie,Green Labs,2005,0.19,75,7.6,T,4,2.1,JP,False,Mid
Rabbit Combat: Revolution,XSX,Fighting,Silver Creations,2020,0.24,84,8.8,E,30,14.5,EU,True,High
Riddle Journey: Awakening,XOne,Puzzle,Silver Labs,2015,0.71,81,8.9,M,37,11.0,JP,False,High
Owl Battle 5,PC,Strategy,Epic Systems,2009,0.01,79,6.7,E10+,16,6.7,JP,False,Mid
Match Epic,X360,Fighting,Neon Works,2015,0.16,67,6.8,M,9,2.7,NA,True,Mid
Master Fury,PS4,Action,Stellar Systems,2016,0.6,77,7.7,E10+,45,24.1,EU,True,Mid
Trigger Adventure 5,WiiU,Shooter,Green Labs,2012,0.62,89,8.9,M,25,11.5,JP,False,High
Strike Legends,PS5,Action,Storm Interactive,2020,0.46,76,8.3,T,38,63.3,JP,True,Mid
Puzzle Journey,X360,Puzzle,Cosmic Games,2005,0.06,59,6.0,T,6,3.8,JP,False,Low
Lord Boost,SNES,Platform,Neon Interactive,1998,0.2,58,6.3,T,15,6.9,NA,False,Low
Rabbit Speed,SNES,Platform,Neon Designs,1990,0.03,79,7.6,E,13,7.1,Other,False,Mid
Battle Epic,XOne,Strategy,Mystic Labs,2018,0.33,70,6.9,T,49,46.9,JP,False,Mid
Legends Legends,WiiU,Adventure,Cosmic Entertainment,2016,0.39,84,8.9,E10+,13,5.0,EU,False,High
Clash Quest,N64,Fighting,Green Labs,2002,0.05,59,6.2,M,17,9.2,EU,False,Low
Crow Gate,PS3,Role-Playing,Storm Interactive,2006,0.14,65,6.9,M,32,21.1,Other,False,Mid
Match Quest,XSX,Fighting,Stellar Entertainment,2020,0.06,50,4.4,T,30,23.8,Other,False,Low
Speed Legends,NES,Platform,Cosmic Labs,1986,0.23,57,6.1,M,19,7.3,NA,False,Low
Launch Journey,PS2,Platform,Cosmic Studios,2000,0.45,80,6.9,E,17,7.5,EU,False,High
Lap Legends,WiiU,Racing,Storm Interactive,2017,0.07,58,5.9,RP,11,3.2,NA,False,Low
Arcade Quest,PS4,Indie,Thunder Studios,2015,0.18,63,5.9,T,21,22.3,JP,False,Low
Gun Journey,PS4,Shooter,Purple Designs,2020,0.29,77,6.8,E10+,45,54.2,NA,False,Mid
Puzzle Epic,SNES,Puzzle,Silver Labs,1994,0.15,58,6.0,E,4,1.7,Other,True,Low
Challenge Adventure 3,XSX,Puzzle,Neon Works,2020,0.05,77,7.6,T,29,15.7,EU,False,Mid
Turbo Puzzle,XOne,Puzzle,Silver Labs,2013,0.01,71,6.6,M,36,38.7,EU,False,Mid
Target Epic,GC,Shooter,Legendary Entertainment,2007,0.47,65,6.6,E,29,20.5,NA,False,Mid
Collection Quest,Wii,Party,Crystal Systems,2006,0.31,98,9.7,E,16,3.7,EU,False,Top
Realm Saga,NES,Role-Playing,Crystal Systems,1994,0.01,72,7.1,M,34,16.4,Other,False,Mid
Ultimate Universe 3,PS5,Role-Playing,Green Systems,2020,0.61,63,6.6,M,51,33.6,JP,True,Low
Wizard Scope 3,XOne,Shooter,Lightning Systems,2014,0.02,47,4.7,E10+,43,27.4,JP,False,Low
Challenge Tales,PC,Puzzle,Golden Entertainment,2017,0.07,75,8.2,M,23,6.2,EU,True,Mid
Vintage Stories,PS5,Indie,Storm Games,2020,0.03,70,6.3,T,30,10.4,NA,False,Mid
Weapon Journey,PS5,Shooter,Green Labs,2020,0.05,81,8.2,T,30,14.7,Other,False,High
Kingdom Odyssey 2,X360,Role-Playing,Stellar Entertainment,2016,0.12,49,4.3,T,21,16.6,JP,True,Low
Arcade Saga,PC,Indie,Cosmic Productions,1997,0.06,56,6.0,E,24,8.5,JP,False,Low
Puzzle Chronicles 2,PS5,Puzzle,Storm Games,2020,0.42,98,9.8,E,17,7.2,EU,True,Top
Samurai Dash,GC,Platform,Green Designs,2007,0.29,77,6.8,E,23,15.8,EU,True,Mid
Trophy Quest,X360,Sports,Cosmic Labs,2016,0.33,67,7.4,E,20,6.5,JP,False,Mid
Jump Odyssey,PC,Platform,Cosmic Games,2012,0.08,57,5.5,E,25,8.1,JP,False,Low
Final Stories,GC,Sports,Purple Designs,2007,1.1,73,7.2,E,11,4.1,JP,False,Mid
School Tales,WiiU,Indie,Mystic Labs,2015,0.1,62,5.8,E,4,3.0,Other,False,Low
Bridge Tales,XSX,Role-Playing,Cosmic Productions,2020,0.61,56,5.2,M,63,41.1,NA,False,Low
Velocity Legends,PS5,Racing,Thunder Entertainment,2020,0.33,74,7.7,E,17,10.7,NA,False,Mid
World Stories,XOne,Simulation,Legendary Entertainment,2013,0.48,72,7.2,E10+,36,17.5,Other,True,Mid
World Epic 4,PC,Role-Playing,Neon Works,2001,2.79,72,7.7,E10+,57,20.8,EU,True,Mid
Max Dimension 5,Switch,Role-Playing,Thunder Entertainment,2021,0.19,73,7.4,RP,33,10.4,Other,False,Mid
War Stories,Switch,Strategy,Green Systems,2017,0.21,82,7.9,T,12,3.7,NA,False,High
Combat Chronicles: Revelation,WiiU,Action,Stellar Entertainment,2012,1.07,85,8.6,T,29,10.6,JP,True,High
King Jump 2,PS1,Platform,Thunder Studios,2005,0.37,80,8.2,E,13,3.5,JP,False,High
Strike Epic: Revelation,XOne,Action,Stellar Entertainment,2013,0.46,95,8.7,M,37,27.9,Other,False,Top
Scorpion Path: Resurrection,PS1,Role-Playing,Crystal Entertainment,2005,0.28,89,9.3,E10+,36,11.7,Other,False,High
Games Saga,Switch,Party,Mystic Labs,2020,0.14,79,7.3,T,21,4.1,JP,False,Mid
Track Journey,SNES,Racing,Legendary Entertainment,1998,0.61,74,6.7,M,14,6.4,NA,True,Mid
Tactics Chronicles,X360,Strategy,Storm Games,2005,0.45,76,7.5,T,26,9.1,JP,False,Mid
Fury Quest: Redemption,X360,Action,Digital Productions,2005,0.35,59,6.1,E,41,14.5,EU,True,Low
Gun Epic,PC,Shooter,Storm Interactive,2014,0.15,73,7.5,E,95,55.1,JP,False,Mid
Dimension Epic,PS2,Role-Playing,Crystal Games,2000,0.39,71,7.1,E,20,9.5,NA,False,Mid
Fire Tales: Revenge,PS4,Shooter,Green Labs,2013,0.19,78,7.6,M,34,25.2,JP,False,Mid
Attack Adventure,PS1,Strategy,Silver Labs,2005,0.07,75,6.9,E10+,12,9.6,JP,True,Mid
Conflict Stories: Return,PS4,Strategy,Crystal Games,2020,0.09,66,6.5,E10+,45,21.3,Other,True,Mid
Vintage Adventure 4,PC,Indie,Stellar Systems,2012,0.17,91,8.3,E10+,31,17.4,Other,False,Top
Target Epic,XOne,Shooter,Mystic Labs,2013,0.12,56,6.4,E10+,49,30.0,NA,False,Low
Season Epic,Wii,Sports,Future Interactive,2013,0.72,73,7.0,E10+,17,7.3,EU,False,Mid
Expedition Chronicles,PS2,Adventure,Cyber Entertainment,2012,0.16,82,8.9,E10+,14,8.5,EU,False,High
Expedition Odyssey 5,PS4,Adventure,Lightning Systems,2013,0.61,67,6.5,M,47,29.6,EU,True,Mid
Hawk Power 3,PS5,Action,Cyber Studios,2020,1.31,86,9.1,E10+,65,45.0,Other,True,High
Chronicles Tales,PS2,Adventure,Thunder Interactive,2012,0.07,62,6.3,M,17,5.9,Other,False,Low
Think Epic 2,GC,Puzzle,Cyber Studios,2007,0.02,84,8.9,E10+,6,1.9,EU,False,High
Life Tales: Awakening,SNES,Simulation,Green Systems,1998,0.05,79,8.0,E,11,4.7,NA,False,Mid
Zoo Quest,XOne,Simulation,Stellar Systems,2016,0.85,92,9.2,M,16,5.3,EU,True,Top
Warrior Kingdom,Wii,Role-Playing,Epic Systems,2011,3.51,76,7.3,E,30,9.4,EU,False,Mid
Mage Fighter: Redemption,PC,Action,Crystal Games,2010,1.21,81,8.8,E,55,24.2,JP,True,High
Bundle Saga,Switch,Party,Crystal Designs,2018,0.02,47,5.7,E10+,18,9.5,JP,False,Low
Lap Quest 2,PS2,Racing,Crystal Systems,2011,0.02,75,8.1,M,10,4.1,JP,False,Mid
Drive Chronicles 3,PC,Racing,Green Labs,2005,0.07,83,7.9,T,39,25.8,EU,False,High
Discovery Chronicles,PS2,Adventure,Stellar Systems,2012,0.73,60,6.6,M,24,9.2,EU,False,Low
Elite Fighter,PS4,Action,Green Labs,2018,0.74,76,7.3,T,47,47.8,EU,True,Mid
Riddle Epic,Wii,Puzzle,Legendary Entertainment,2013,0.23,52,4.6,T,3,1.3,EU,True,Low
Dash Quest,GC,Platform,Green Systems,2001,0.06,68,7.2,M,10,4.2,NA,False,Mid
Target Adventure,XSX,Shooter,Green Systems,2020,0.15,75,7.2,T,56,37.2,NA,False,Mid
Voyage Tales,Switch,Adventure,Cyber Studios,2017,0.43,91,8.6,T,14,4.7,NA,True,Top
Expedition Saga,PS1,Adventure,Green Designs,2005,0.62,58,5.3,E,9,5.6,JP,False,Low
Universe Journey 4,Switch,Role-Playing,Purple Labs,2019,0.54,77,6.9,E,44,25.2,Other,False,Mid
Dog Season,WiiU,Sports,Purple Studios,2012,0.51,82,8.2,E10+,15,2.8,JP,False,High
Victory Adventure 3,GC,Sports,Blue Games,2007,0.01,98,9.8,M,16,8.4,EU,False,Top
World Epic,PS1,Simulation,Epic Systems,2005,0.01,40,5.3,E,12,4.3,JP,True,Low
Wizard Leap,PC,Platform,Storm Games,2013,0.17,53,5.7,E10+,18,10.2,Other,True,Low
Circuit Adventure,PS5,Racing,Thunder Entertainment,2020,0.27,76,7.4,E,28,12.0,EU,True,Mid
Bounce Stories,Wii,Platform,Storm Games,2013,0.02,82,8.4,T,11,6.8,EU,False,High
Ultimate Speed 4,PS4,Racing,Thunder Studios,2019,0.04,70,7.6,T,41,34.5,Other,False,Mid
Combat Saga,WiiU,Fighting,Green Labs,2012,0.04,71,6.6,E10+,15,4.5,JP,False,Mid
Lap Odyssey,PS2,Racing,Storm Interactive,2006,0.18,63,6.4,E10+,14,4.2,JP,False,Low
Shot Epic,PS4,Shooter,Stellar Systems,2013,0.05,92,9.4,E,57,47.0,EU,False,Top
Chronicles Quest,SNES,Adventure,Thunder Studios,1998,0.26,64,6.5,M,14,4.7,Other,False,Low
Phoenix Velocity,N64,Racing,Cosmic Labs,2002,0.01,56,5.6,T,10,3.8,EU,True,Low
Robot Journey,PS5,Adventure,Digital Productions,2020,0.11,84,8.6,E10+,31,28.5,JP,False,High
Party Quest,PC,Party,Storm Studios,2009,0.47,66,7.2,T,39,11.2,EU,False,Mid
Legend Siege 5,NES,Strategy,Red Entertainment,1994,0.01,65,6.4,M,18,7.6,EU,True,Mid
Old Quest 4,PC,Indie,Stellar Systems,2018,0.01,69,7.3,E,25,12.6,JP,False,Mid
Squirrel Odyssey,N64,Adventure,Legendary Entertainment,1996,0.01,83,9.3,T,15,11.8,JP,False,High
Raven Indie 4,PS3,Indie,Thunder Games,2017,0.33,74,7.9,E,4,2.0,NA,True,Mid
Chronicles Adventure,NES,Adventure,Blue Designs,1994,0.42,51,5.6,E,15,10.0,NA,False,Low
Dash Saga,GC,Platform,Storm Games,2007,0.13,75,6.8,E,14,5.8,JP,False,Mid
Mouse Circuit,GC,Racing,Purple Labs,2007,0.04,61,5.9,M,11,1.9,JP,False,Low
City Journey,GC,Simulation,Legendary Entertainment,2007,0.14,66,7.2,M,7,2.5,NA,False,Mid
Legend Restaurant,PS4,Simulation,Purple Works,2013,0.02,65,6.6,E10+,52,29.0,NA,False,Mid
Brawl Saga,PC,Fighting,Neon Interactive,2010,0.56,80,7.8,E,38,8.8,NA,True,High
Bridge Quest,PS1,Role-Playing,Thunder Games,2005,0.35,68,7.3,E,37,31.4,EU,True,Mid
Gate Tales 2,PS5,Role-Playing,Cosmic Games,2020,0.16,53,5.7,M,50,29.6,JP,False,Low
War Journey,N64,Strategy,Storm Interactive,2002,0.16,60,5.9,E10+,16,7.4,Other,True,Low
Puzzle Saga 3,PS1,Puzzle,Cosmic Productions,2005,0.11,56,5.6,M,3,2.8,JP,False,Low
Explorer Adventure,Switch,Adventure,Legendary Entertainment,2017,0.03,77,7.1,E10+,19,11.3,NA,False,Mid
Pirate Aim,PS2,Shooter,Red Entertainment,2011,0.25,76,7.1,M,35,31.1,NA,True,Mid
Collection Adventure 3,PS2,Party,Blue Games,2012,0.24,57,5.2,T,20,6.1,EU,False,Low
Chronicles Legends,GC,Adventure,Storm Interactive,2007,0.89,80,8.9,T,17,7.2,EU,False,High
Drive Epic,PC,Racing,Mystic Labs,2007,0.06,73,7.8,E10+,9,3.1,Other,False,Mid
Quest Odyssey,Switch,Adventure,Purple Labs,2017,0.41,86,8.6,T,17,6.7,NA,False,High
Universe Adventure 4,Switch,Role-Playing,Cosmic Productions,2017,0.5,65,6.1,T,38,8.0,EU,False,Mid
School Quest 3,PS2,Indie,Purple Designs,2007,0.03,79,8.1,T,4,1.7,EU,False,Mid
Fury Quest,WiiU,Action,Cosmic Productions,2012,0.62,72,6.7,T,25,16.6,Other,False,Mid
Super Tactics: Awakening,PC,Strategy,Crystal Entertainment,2014,0.13,78,8.1,T,33,13.1,NA,True,Mid
Pure Odyssey,GC,Indie,Blue Designs,2007,0.19,85,8.4,M,4,1.8,Other,False,High
Retro Legends,PC,Indie,Thunder Interactive,2009,0.39,50,4.7,E10+,26,5.9,EU,True,Low
Universe Quest,PS3,Role-Playing,Cosmic Entertainment,2011,0.2,69,6.5,E10+,25,7.5,Other,True,Mid
Phoenix Park: Return,Wii,Simulation,Legendary Entertainment,2013,1.26,76,7.8,T,9,1.4,EU,True,Mid
Brain Odyssey,PS4,Puzzle,Storm Games,2013,0.11,60,6.1,E,22,21.5,EU,True,Low
King Trigger 2,Wii,Shooter,Thunder Studios,2013,0.55,56,5.4,E10+,22,14.2,EU,True,Low
Mage Odyssey,WiiU,Adventure,Thunder Games,2012,0.11,79,8.1,M,12,9.2,NA,False,Mid
Nitro Chronicles,GC,Racing,Mystic Labs,2007,0.14,60,5.0,M,12,3.6,NA,False,Low
Lap Chronicles,NES,Racing,Digital Productions,1994,0.17,73,7.4,E,16,9.4,JP,False,Mid
Ultimate Weapon,XSX,Shooter,Mystic Labs,2020,1.2,75,6.8,T,26,16.4,Other,True,Mid
Shot Chronicles 4,PS1,Shooter,Green Systems,2005,1.17,78,7.9,M,28,12.3,NA,False,Mid
Mind Saga,PS5,Puzzle,Neon Designs,2020,0.15,54,5.1,E,30,23.0,Other,False,Low
Zoo Odyssey 5,XOne,Simulation,Epic Systems,2019,0.13,71,6.7,M,43,13.6,NA,False,Mid
Track Quest,PS4,Racing,Thunder Entertainment,2013,0.69,98,9.3,T,43,25.7,NA,False,Top
Enigma Legends: Revival,PS5,Puzzle,Purple Studios,2020,0.3,89,8.9,T,9,6.8,JP,True,High
Raven Dimension,N64,Role-Playing,Storm Studios,2002,0.04,66,6.1,T,19,15.9,NA,True,Mid
League Chronicles,PS4,Sports,Green Designs,2013,0.11,65,6.5,T,32,20.9,EU,False,Mid
Gate Saga,PS3,Role-Playing,Neon Designs,2017,0.46,62,5.9,E,15,4.3,JP,True,Low
Dash Chronicles,PS4,Platform,Neon Systems,2013,0.66,59,5.9,E10+,31,22.4,NA,True,Low
Park Tales,PS3,Simulation,Thunder Games,2009,0.61,66,6.7,T,21,8.1,JP,False,Mid
Duel Epic,WiiU,Fighting,Crystal Games,2017,0.01,72,6.2,E,16,7.1,JP,False,Mid
Blast Epic,PC,Shooter,Silver Works,2017,0.84,63,6.7,T,46,29.3,Other,False,Low
Warrior Fight,PS5,Fighting,Crystal Systems,2020,0.19,66,7.0,M,31,14.5,NA,True,Mid
Circuit Stories,Switch,Racing,Digital Productions,2017,0.2,72,7.6,E10+,17,10.1,EU,False,Mid
Conflict Chronicles,PS3,Strategy,Green Systems,2012,0.26,94,9.3,RP,13,6.6,JP,True,Top
Mystery Chronicles,N64,Puzzle,Silver Works,2002,0.16,52,4.8,E,3,1.3,NA,True,Low
Retro Odyssey,PS4,Indie,Cosmic Studios,2014,0.06,59,6.3,E,26,10.4,EU,True,Low
Ninja Challenge,Wii,Puzzle,Mystic Labs,2013,0.22,59,6.3,T,5,1.8,EU,True,Low
Odyssey Tales,PC,Adventure,Cosmic Productions,2009,0.19,77,7.9,E,31,6.8,JP,False,Mid
Duel Legends,PS2,Fighting,Red Entertainment,2011,0.08,65,5.9,E10+,15,10.6,Other,True,Mid
Circuit Stories,N64,Racing,Thunder Interactive,2002,0.14,82,8.2,M,16,3.9,EU,False,High
Universe Tales,WiiU,Role-Playing,Cyber Entertainment,2015,0.22,82,8.6,M,32,10.7,NA,True,High
Quest Stories,WiiU,Adventure,Stellar Systems,2017,0.28,65,6.3,E,15,3.4,Other,False,Mid
Chronicles Saga,Switch,Adventure,Lightning Systems,2017,0.35,72,6.9,E10+,17,11.9,NA,False,Mid
Blast Legends 3,PC,Shooter,Stellar Systems,1986,0.3,72,7.4,E,26,12.0,Other,True,Mid
Trigger Legends,PC,Shooter,Lightning Games,2013,0.91,90,9.2,E,42,10.3,Other,False,Top
Mini Quest,WiiU,Party,Storm Games,2017,0.9,82,7.7,E,16,11.8,JP,False,High
Life Odyssey,PS3,Simulation,Thunder Games,2017,0.84,69,7.3,M,12,6.6,Other,False,Mid
Tournament Quest,PS4,Sports,Legendary Entertainment,2013,0.2,72,7.3,E,17,23.1,JP,False,Mid
Launch Chronicles,Switch,Platform,Neon Interactive,2017,0.38,56,6.4,E,16,12.7,EU,True,Low
Expedition Tales,XSX,Adventure,Purple Designs,2020,0.4,95,9.5,E10+,33,18.8,JP,False,Top
Game Saga,XOne,Sports,Silver Creations,2013,1.42,88,9.5,T,41,37.4,Other,True,High
Voyage Saga: Rising,PS2,Adventure,Epic Systems,2012,0.11,64,5.9,M,17,5.9,Other,False,Low
Arena Chronicles 3,PC,Fighting,Mystic Labs,2007,0.33,77,8.2,E,15,4.2,EU,True,Mid
Bat Spring,Switch,Platform,Golden Entertainment,2017,0.32,79,8.3,T,12,6.2,NA,False,Mid
Mind Journey,PS4,Puzzle,Golden Entertainment,2013,0.16,70,7.1,E,29,26.9,NA,True,Mid
Variety Odyssey,SNES,Party,Thunder Studios,1998,0.38,84,8.9,E10+,12,4.9,EU,False,High
Adventure Adventure,NES,Adventure,Cosmic Entertainment,1991,0.01,73,7.5,T,12,2.8,EU,False,Mid
Victory Stories,XSX,Sports,Crystal Designs,2020,0.44,79,8.3,E,31,16.5,JP,False,Mid
Voyage Adventure,Wii,Adventure,Neon Works,2013,0.51,67,6.3,E,12,5.4,EU,False,Mid
Boost Journey,Wii,Platform,Thunder Studios,2013,0.01,77,7.2,T,24,10.6,JP,False,Mid
Mage Season,PC,Sports,Silver Labs,2007,0.32,69,7.3,T,39,21.7,Other,False,Mid
Fire Quest,PS3,Shooter,Neon Interactive,2015,0.79,75,7.2,E10+,29,7.8,Other,False,Mid
Fire Epic,PS4,Shooter,Neon Designs,2013,0.13,78,7.5,T,54,26.5,EU,False,Mid
Spider Boost,PC,Platform,Future Interactive,2006,0.08,78,7.8,M,36,17.5,NA,True,Mid
Expedition Epic,Wii,Adventure,Blue Games,2013,0.14,81,9.1,T,14,4.4,Other,False,High
Games Adventure,GC,Party,Digital Productions,2004,0.1,58,5.6,M,18,10.5,NA,True,Low
Tournament Legends,Switch,Sports,Thunder Games,2017,0.01,64,6.3,M,22,9.1,NA,False,Low
Falcon Conflict,N64,Strategy,Purple Labs,2002,0.17,78,8.5,M,5,2.9,EU,True,Mid
Zoo Epic,XSX,Simulation,Storm Games,2020,0.52,82,8.3,T,21,19.3,Other,True,High
Master Pure,SNES,Indie,Purple Works,1998,0.15,98,9.3,E,4,1.8,JP,True,Top
Hyper Duel,PC,Fighting,Purple Labs,2016,0.52,71,7.6,T,22,6.8,EU,False,Mid
Master Match,NES,Fighting,Neon Designs,1994,0.5,64,7.2,T,10,4.4,NA,False,Low
Classic Legends,XOne,Indie,Thunder Entertainment,2014,0.27,72,7.2,T,24,21.4,EU,False,Mid
Fire Tales,XOne,Shooter,Storm Interactive,2017,0.36,62,6.9,M,80,100.1,Other,True,Low
Conquest Stories,PS3,Strategy,Stellar Systems,2006,0.07,75,7.6,M,11,6.8,EU,False,Mid
Cup Epic,GC,Sports,Stellar Systems,2007,0.15,80,7.5,E,25,6.9,JP,True,High
Realm Stories 4,PS5,Role-Playing,Stellar Systems,2020,1.05,64,7.0,T,52,41.9,NA,False,Low
Party Legends,PS2,Party,Neon Works,2005,0.02,67,6.7,M,19,5.4,Other,False,Mid
Elite Finish,PS3,Racing,Stellar Systems,2010,0.41,63,6.4,M,15,2.1,JP,False,Low
Battle Stories,GC,Strategy,Cosmic Games,2007,0.08,73,7.7,E10+,21,9.2,NA,False,Mid
Lord Pack,PS4,Party,Neon Works,2018,0.26,54,6.4,E,48,28.9,EU,True,Low
League Quest 5,PS5,Sports,Neon Systems,2020,0.37,71,5.8,T,3,2.4,EU,False,Mid
Arcade Odyssey,N64,Indie,Blue Games,2002,0.03,64,6.6,E,6,2.6,EU,False,Low
Racing Saga,N64,Racing,Crystal Systems,2002,0.23,78,6.6,T,15,8.5,JP,True,Mid
Run Quest,PS4,Platform,Thunder Games,2013,0.03,69,7.8,M,39,28.3,Other,True,Mid
Mind Tales,PS5,Puzzle,Thunder Games,2020,0.21,67,7.6,T,19,19.5,EU,False,Mid
Assortment Adventure,N64,Party,Golden Entertainment,2002,1.05,91,9.5,E,16,11.2,NA,True,Top
Match Odyssey,PS5,Fighting,Blue Games,2020,0.03,56,5.8,E10+,22,22.0,Other,False,Low
Dragon Force,XSX,Action,Green Designs,2020,0.21,66,6.9,E,62,50.9,Other,False,Mid
Mini Epic: Revival,GC,Party,Thunder Studios,2007,0.34,95,9.8,M,16,12.7,Other,False,Top
Logic Journey 4,XSX,Puzzle,Storm Games,2020,0.02,81,7.8,E,9,7.9,Other,False,High
Racing Tales,Switch,Racing,Blue Designs,2019,1.25,74,8.3,T,11,3.3,JP,False,Mid
Tiger Challenge,WiiU,Puzzle,Stellar Systems,2012,0.1,68,7.5,T,3,1.7,Other,False,Mid
Wolf Speed,N64,Platform,Purple Designs,2002,0.37,78,7.5,M,15,6.4,EU,True,Mid
Squirrel Leap,GC,Platform,Cosmic Games,2001,0.61,70,7.0,E,16,10.2,JP,False,Mid
Eagle Games,N64,Party,Cosmic Productions,2002,1.17,86,8.5,T,17,4.6,NA,True,High
Ring Stories 4,PS2,Fighting,Stellar Systems,2005,0.26,89,9.4,E10+,7,4.9,Other,False,High
Mouse Strike,PS4,Action,Cyber Studios,2013,0.36,56,6.0,M,46,25.0,EU,False,Low
Fox Resort 3,GC,Simulation,Future Interactive,2001,0.2,74,7.0,T,12,5.9,NA,True,Mid
Lion Puzzle,PS4,Puzzle,Cosmic Entertainment,2013,0.17,70,6.3,T,25,8.5,NA,False,Mid
